"link","status"
"https://team.outdoorcap.com/media/catalog/product/p/t/ptm-850_dark-green_06.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1200&width=1200&canvas=222:200","true"
"https://team.outdoorcap.com/media/catalog/product/p/t/ptm-850_dark-green_07.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1200&width=1200&canvas=222:200","true"
"https://team.outdoorcap.com/media/catalog/product/p/t/ptm-850_dark-green_08.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1200&width=1200&canvas=222:200","true"
"https://team.outdoorcap.com/media/catalog/product/p/t/ptm-850_dark-green_09.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1200&width=1200&canvas=222:200","false"
"https://team.outdoorcap.com/media/catalog/product/p/t/ptm-850_dark-green_10.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1200&width=1200&canvas=222:200","false"
"https://team.outdoorcap.com/media/catalog/product/p/t/ptm-850_dark-green_11.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1200&width=1200&canvas=222:200","false"
"https://team.outdoorcap.com/media/catalog/product/p/t/ptm-850_dark-green_12.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1200&width=1200&canvas=222:200","false"
"https://team.outdoorcap.com/media/catalog/product/p/t/ptm-850_graphite.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1200&width=1200&canvas=222:200","false"
"https://team.outdoorcap.com/media/catalog/product/p/t/ptm-850_graphite_01.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1200&width=1200&canvas=222:200","true"
"https://team.outdoorcap.com/media/catalog/product/p/t/ptm-850_graphite_02.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1200&width=1200&canvas=222:200","true"
"https://team.outdoorcap.com/media/catalog/product/p/t/ptm-850_graphite_03.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1200&width=1200&canvas=222:200","true"
"https://team.outdoorcap.com/media/catalog/product/p/t/ptm-850_graphite_04.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1200&width=1200&canvas=222:200","true"
"https://team.outdoorcap.com/media/catalog/product/p/t/ptm-850_graphite_05.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1200&width=1200&canvas=222:200","true"
"https://team.outdoorcap.com/media/catalog/product/p/t/ptm-850_graphite_06.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1200&width=1200&canvas=222:200","true"
"https://team.outdoorcap.com/media/catalog/product/p/t/ptm-850_graphite_07.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1200&width=1200&canvas=222:200","true"
"https://team.outdoorcap.com/media/catalog/product/p/t/ptm-850_graphite_08.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1200&width=1200&canvas=222:200","true"
"https://team.outdoorcap.com/media/catalog/product/p/t/ptm-850_graphite_09.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1200&width=1200&canvas=222:200","false"
"https://team.outdoorcap.com/media/catalog/product/p/t/ptm-850_graphite_10.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1200&width=1200&canvas=222:200","false"
"https://team.outdoorcap.com/media/catalog/product/p/t/ptm-850_graphite_11.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1200&width=1200&canvas=222:200","false"
